0.2119942E+02 0.4915305E-12
0.2256683E+02 0.1157524E-15
0.2402242E+02 0.4552717E-12
0.2557189E+02 0.1168438E-11
0.2722129E+02 0.1225557E-11
0.2897708E+02 0.5799144E-12
0.3084610E+02 0.3219082E-13
0.3283566E+02 0.1835436E-12
0.3495353E+02 0.7290026E-12
0.3720800E+02 0.9332293E-12
0.3960787E+02 0.5664053E-12
0.4216251E+02 0.9692986E-13
0.4488192E+02 0.3962253E-13
0.4777672E+02 0.3904576E-12
0.5085821E+02 0.7569239E-12
0.5413844E+02 0.8388281E-12
0.5763023E+02 0.6514928E-12
0.6134722E+02 0.3819007E-12
0.6530393E+02 0.1746405E-12
0.6951583E+02 0.6325889E-13
0.7399937E+02 0.1825975E-13
0.7877208E+02 0.4201898E-14
